epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
140,219.08,1.23125,1.07972,1.6771,0.49546,0.83276,0.8196,0.6429,1.01251,0.74007,1.58682,0.000346576,0.000346576,0.000346576
141,220.544,1.20176,1.00542,1.63724,0.78389,0.66244,0.87864,0.68907,1.02175,0.72603,1.61216,0.000341077,0.000341077,0.000341077
142,222.074,1.20338,1.01557,1.65015,0.5661,0.92273,0.83847,0.67675,0.99674,0.71339,1.5792,0.000335578,0.000335578,0.000335578
143,223.684,1.21619,0.99827,1.62395,0.72773,0.614,0.83248,0.66404,0.97663,0.71359,1.55759,0.000330078,0.000330078,0.000330078
144,225.237,1.19523,0.99705,1.64316,0.68481,0.63694,0.81621,0.65556,0.95052,0.68942,1.52013,0.000324579,0.000324579,0.000324579
145,226.704,1.19028,1.03939,1.63855,0.80008,0.61429,0.8513,0.68269,0.97448,0.70669,1.5425,0.000319079,0.000319079,0.000319079
146,228.164,1.20436,1.02389,1.65056,0.89673,0.59257,0.88015,0.71266,0.97393,0.67919,1.5598,0.00031358,0.00031358,0.00031358
147,229.755,1.18481,0.99502,1.61369,0.81573,0.59716,0.88245,0.69875,0.98354,0.6897,1.55492,0.00030808,0.00030808,0.00030808
148,231.267,1.19242,1.01888,1.63657,0.52251,0.91616,0.82662,0.68435,0.94938,0.6732,1.52638,0.000302581,0.000302581,0.000302581
149,232.784,1.1935,0.97174,1.6236,0.49043,0.98644,0.84441,0.69133,0.96105,0.685,1.51965,0.000297081,0.000297081,0.000297081
150,234.309,1.19291,1.00272,1.63265,0.84694,0.58213,0.83851,0.66483,0.96381,0.67851,1.5402,0.000291582,0.000291582,0.000291582
151,235.926,1.19411,1.00435,1.61755,0.82667,0.60783,0.88305,0.66684,0.97241,0.69216,1.52712,0.000286083,0.000286083,0.000286083
152,237.446,1.17109,0.9742,1.61668,0.7855,0.63219,0.77674,0.59502,0.96065,0.68733,1.52766,0.000280583,0.000280583,0.000280583
153,238.925,1.17198,0.95914,1.61197,0.79573,0.64149,0.78424,0.5985,0.9471,0.67183,1.51291,0.000275084,0.000275084,0.000275084
154,240.452,1.17827,0.94243,1.59494,0.56909,0.92626,0.84867,0.68738,0.94855,0.66203,1.52372,0.000269584,0.000269584,0.000269584
155,241.941,1.19231,1.00256,1.64185,0.82485,0.61097,0.84704,0.68142,0.94311,0.65251,1.51143,0.000264085,0.000264085,0.000264085
156,243.453,1.17156,0.96432,1.60826,0.8238,0.62864,0.8626,0.69966,0.9091,0.64875,1.4781,0.000258585,0.000258585,0.000258585
157,244.917,1.15714,0.96689,1.6049,0.82421,0.63492,0.86038,0.68854,0.95774,0.65497,1.52656,0.000253086,0.000253086,0.000253086
158,246.434,1.17025,0.9572,1.59979,0.80228,0.61782,0.84968,0.69144,0.92273,0.65497,1.49453,0.000247586,0.000247586,0.000247586
159,247.99,1.1641,1.01703,1.62768,0.83919,0.58809,0.73145,0.58831,0.91908,0.6509,1.48629,0.000242087,0.000242087,0.000242087
160,249.473,1.17197,0.98806,1.61614,0.55397,0.91909,0.8475,0.71973,0.93665,0.65787,1.49796,0.000236587,0.000236587,0.000236587
161,251.053,1.17027,0.97964,1.60627,0.8463,0.6146,0.88672,0.73457,0.90517,0.63481,1.47804,0.000231088,0.000231088,0.000231088
